game_id,year,round,a_team_id,a_name,a_seed,a_oe,a_de,a_sos,a_win_rate,a_srs,a_tov_rate,a_orb_rate,a_ft_pct,a_pos_per_game,a_fga_per_game,a_three_pa_per_game,a_fta_per_game,b_team_id,b_name,b_seed,b_oe,b_de,b_sos,b_win_rate,b_srs,b_tov_rate,b_orb_rate,b_ft_pct,b_pos_per_game,b_fga_per_game,b_three_pa_per_game,b_fta_per_game,team_a_won
248,2022,Men's Basketball Championship - West Region - 2nd Round,221,duke,2,118.079,99.9622,7.26,0.821,19.55,0.151286,0.155068,0.738,67.7949,60.4359,21.5641,17.3077,239,michigan st,7,107.231,102.449,9.96,0.639,13.18,0.189232,0.149654,0.75,67.3778,57.1944,19.2778,17.0833,1
249,2022,Men's Basketball Championship - Midwest Region - 2nd Round,269,wisconsin,3,105.608,99.6138,9.16,0.758,13.13,0.131324,0.140933,0.743,66.2255,58.5152,21.0909,18.9697,228,iowa st,11,97.6805,93.1283,9.33,0.629,12.38,0.205912,0.143373,0.683,67.1577,56.2571,21.2,15.2286,0
250,2022,Men's Basketball Championship - West Region - 2nd Round,261,texas tech,3,107.511,90.4591,8.65,0.73,20.08,0.201155,0.157618,0.698,67.0454,55.5405,18.9189,19.5135,245,notre dame,11,109.556,101.318,7.01,0.686,11.87,0.157433,0.108262,0.753,66.2411,56.3714,23.8286,15.0286,1
251,2022,Men's Basketball Championship - Midwest Region - 2nd Round,209,auburn,2,108.884,93.5341,8.17,0.824,19.2,0.168239,0.178063,0.731,71.8518,63.7059,25.3529,20.1176,237,miami,10,109.878,104.536,7.62,0.703,11.22,0.141363,0.10803,0.742,67.2984,57.7297,20.5135,16.6486,0
252,2022,Men's Basketball Championship - East Region - 2nd Round,248,purdue,3,118.866,102.51,8.23,0.784,19.15,0.176518,0.166802,0.711,66.7568,56.5946,22.1622,21.6216,260,texas,6,106.739,94.0985,8.87,0.647,17.01,0.179344,0.16109,0.746,64.4506,55.4706,20.0294,17.7353,1
253,2022,Men's Basketball Championship - South Region - 2nd Round,207,arizona,1,115.677,93.7481,6.84,0.892,22.75,0.185039,0.159722,0.739,72.5924,61.3243,22.027,21.4324,258,tcu,9,101.905,96.6084,10.16,0.618,13.72,0.215366,0.193479,0.674,67.1906,57.7353,18.2941,18.1471,1
254,2022,Men's Basketball Championship - West Region - Sweet 16,223,gonzaga,1,119.478,90.7432,4.5,0.875,25.46,0.158447,0.132325,0.713,72.9737,62.625,22.125,19.1875,208,arkansas,4,105.618,94.9814,8.62,0.757,16.27,0.169892,0.149971,0.76,71.9059,60.5676,20.7297,22.5135,0
255,2022,Men's Basketball Championship - South Region - Sweet 16,267,villanova,2,113.754,99.4408,10.29,0.789,19.31,0.156902,0.163579,0.83,63.0632,56.1316,26.0,16.7105,238,michigan,11,108.859,104.011,11.02,0.559,14.26,0.174526,0.148524,0.746,66.7353,57.5588,18.4706,16.9118,1
256,2022,Men's Basketball Championship - West Region - Sweet 16,221,duke,2,118.079,99.9622,7.26,0.821,19.55,0.151286,0.155068,0.738,67.7949,60.4359,21.5641,17.3077,261,texas tech,3,107.511,90.4591,8.65,0.73,20.08,0.201155,0.157618,0.698,67.0454,55.5405,18.9189,19.5135,1
257,2022,Men's Basketball Championship - South Region - Sweet 16,207,arizona,1,115.677,93.7481,6.84,0.892,22.75,0.185039,0.159722,0.739,72.5924,61.3243,22.027,21.4324,224,houston,5,114.998,90.2923,6.47,0.842,22.55,0.171042,0.204603,0.667,65.0811,59.6579,23.1842,17.2895,0
258,2022,Men's Basketball Championship - East Region - Sweet 16,248,purdue,3,118.866,102.51,8.23,0.784,19.15,0.176518,0.166802,0.711,66.7568,56.5946,22.1622,21.6216,256,saint peter's,15,100.775,94.0482,-0.47,0.647,2.96,0.201816,0.161984,0.701,66.4553,54.8529,16.6471,20.3529,0
259,2022,Men's Basketball Championship - Midwest Region - Sweet 16,230,kansas,1,112.572,96.7779,11.3,0.85,22.28,0.174128,0.157579,0.717,69.489,59.825,19.825,19.35,247,providence,4,107.727,99.6933,7.75,0.818,13.08,0.17209,0.158852,0.728,66.3855,56.3333,21.3939,20.8485,1
260,2022,Men's Basketball Championship - East Region - Sweet 16,264,ucla,4,112.533,96.2014,8.36,0.771,19.3,0.133471,0.168011,0.741,67.0023,61.3714,19.1714,18.0571,244,north carolina,8,110.949,101.527,8.89,0.744,15.5,0.166168,0.163246,0.764,70.2103,61.7692,23.5128,18.7179,0
261,2022,Men's Basketball Championship - Midwest Region - Sweet 16,237,miami,10,109.878,104.536,7.62,0.703,11.22,0.141363,0.10803,0.742,67.2984,57.7297,20.5135,16.6486,228,iowa st,11,97.6805,93.1283,9.33,0.629,12.38,0.205912,0.143373,0.683,67.1577,56.2571,21.2,15.2286,1
262,2022,Men's Basketball Championship - South Region - Elite 8,267,villanova,2,113.754,99.4408,10.29,0.789,19.31,0.156902,0.163579,0.83,63.0632,56.1316,26.0,16.7105,224,houston,5,114.998,90.2923,6.47,0.842,22.55,0.171042,0.204603,0.667,65.0811,59.6579,23.1842,17.2895,1
263,2022,Men's Basketball Championship - West Region - Elite 8,221,duke,2,118.079,99.9622,7.26,0.821,19.55,0.151286,0.155068,0.738,67.7949,60.4359,21.5641,17.3077,208,arkansas,4,105.618,94.9814,8.62,0.757,16.27,0.169892,0.149971,0.76,71.9059,60.5676,20.7297,22.5135,1
264,2022,Men's Basketball Championship - Midwest Region - Elite 8,230,kansas,1,112.572,96.7779,11.3,0.85,22.28,0.174128,0.157579,0.717,69.489,59.825,19.825,19.35,237,miami,10,109.878,104.536,7.62,0.703,11.22,0.141363,0.10803,0.742,67.2984,57.7297,20.5135,16.6486,1
265,2022,Men's Basketball Championship - East Region - Elite 8,244,north carolina,8,110.949,101.527,8.89,0.744,15.5,0.166168,0.163246,0.764,70.2103,61.7692,23.5128,18.7179,256,saint peter's,15,100.775,94.0482,-0.47,0.647,2.96,0.201816,0.161984,0.701,66.4553,54.8529,16.6471,20.3529,1
266,2022,Men's Basketball Championship - Final Four,230,kansas,1,112.572,96.7779,11.3,0.85,22.28,0.174128,0.157579,0.717,69.489,59.825,19.825,19.35,267,villanova,2,113.754,99.4408,10.29,0.789,19.31,0.156902,0.163579,0.83,63.0632,56.1316,26.0,16.7105,1
267,2022,Men's Basketball Championship - Final Four,221,duke,2,118.079,99.9622,7.26,0.821,19.55,0.151286,0.155068,0.738,67.7949,60.4359,21.5641,17.3077,244,north carolina,8,110.949,101.527,8.89,0.744,15.5,0.166168,0.163246,0.764,70.2103,61.7692,23.5128,18.7179,0
268,2022,Men's Basketball Championship - National Championship,230,kansas,1,112.572,96.7779,11.3,0.85,22.28,0.174128,0.157579,0.717,69.489,59.825,19.825,19.35,244,north carolina,8,110.949,101.527,8.89,0.744,15.5,0.166168,0.163246,0.764,70.2103,61.7692,23.5128,18.7179,1
269,2021,Men's Basketball Championship - East Region - First Four,308,mount st marys,16,99.6027,98.0271,-6.67,0.522,-5.67,0.203453,0.165091,0.67,63.4696,53.9565,19.7826,16.087,328,texas southern,16,100.551,94.5312,-9.03,0.654,-6.15,0.208848,0.163833,0.699,73.48,60.1538,16.3077,22.7692,0
270,2021,Men's Basketball Championship - West Region - First Four,338,wichita st,11,103.825,97.0226,6.91,0.727,9.36,0.162475,0.172382,0.68,68.8218,59.8636,24.0909,21.9091,285,drake,11,113.251,96.1723,-0.48,0.839,9.42,0.153953,0.152509,0.713,67.0503,60.5806,19.1613,14.4839,0
271,2021,Men's Basketball Championship - West Region - First Four,309,norfolk st,16,102.666,97.2511,-8.51,0.68,-6.16,0.179764,0.138452,0.705,71.6496,59.08,21.12,21.84,275,app st,16,103.789,94.6777,-5.72,0.586,-5.84,0.174594,0.162377,0.742,67.7434,58.2069,25.4138,19.7931,1
272,2021,Men's Basketball Championship - East Region - First Four,305,michigan st,11,101.235,103.683,11.48,0.536,9.8,0.189556,0.15831,0.727,68.5814,58.3929,19.8214,18.2857,329,ucla,11,109.929,102.488,11.34,0.688,16.3,0.157242,0.14601,0.715,66.7763,57.9688,18.3125,18.3125,0
273,2021,Men's Basketball Championship - South Region - 1st Round,288,florida,7,106.132,100.579,9.82,0.6,13.7,0.214668,0.14025,0.753,69.8752,56.28,19.0,19.08,336,virginia tech,10,107.519,98.4289,6.5,0.682,12.59,0.173658,0.138384,0.698,67.0073,56.3636,23.0909,18.8182,1
274,2021,Men's Basketball Championship - South Region - 1st Round,276,arkansas,3,108.37,94.2203,7.18,0.781,17.8,0.171461,0.157311,0.74,75.09,64.7188,21.9375,21.1562,281,colgate,14,117.213,95.7999,-1.9,0.875,13.66,0.148774,0.130714,0.723,72.6775,62.8125,22.9375,19.4375,1
275,2021,Men's Basketball Championship - Midwest Region - 1st Round,296,illinois,1,113.263,96.5254,11.34,0.774,23.25,0.183253,0.146058,0.69,71.1161,58.6774,17.5484,22.2581,286,drexel,16,107.078,102.588,-3.92,0.6,-0.97,0.194825,0.13242,0.78,65.7,55.0,19.55,15.0,1
276,2021,Men's Basketball Championship - South Region - 1st Round,327,texas tech,6,108.91,94.9269,7.28,0.621,16.59,0.162096,0.172453,0.71,66.5848,57.6552,18.0345,21.8621,332,utah st,11,105.149,90.3133,1.32,0.69,10.99,0.201307,0.180327,0.722,69.0317,59.7241,19.2069,17.8621,1
277,2021,Men's Basketball Championship - South Region - 1st Round,313,ohio st,2,113.626,104.695,12.19,0.677,18.25,0.156283,0.143457,0.756,67.9084,57.6129,22.5806,21.4194,316,oral roberts,15,111.141,103.58,-0.04,0.621,1.73,0.155937,0.111991,0.821,72.9738,62.2414,29.3103,17.1034,0
278,2021,Men's Basketball Championship - South Region - 1st Round,277,baylor,1,119.74,94.5595,7.4,0.933,24.83,0.166105,0.180067,0.708,69.2333,62.8667,24.1333,16.6667,294,hartford,16,98.5488,96.289,-4.95,0.625,-3.45,0.197725,0.119891,0.716,66.38,54.375,23.0833,15.5417,1
279,2021,Men's Basketball Championship - Midwest Region - 1st Round,301,loyola chicago,8,111.417,87.9394,1.37,0.839,15.12,0.184177,0.116376,0.719,63.7535,52.0645,19.5484,16.7419,291,georgia tech,9,108.936,101.834,7.91,0.654,12.79,0.162174,0.11464,0.726,68.7769,58.2308,21.1923,16.5385,1
280,2021,Men's Basketball Championship - Midwest Region - 1st Round,325,tennessee,5,105.927,93.5385,8.46,0.667,16.87,0.183912,0.160445,0.746,67.8667,57.5556,19.9259,19.8148,318,oregon st,12,106.971,102.692,10.82,0.606,11.48,0.176215,0.153671,0.762,65.863,55.8182,19.5455,19.4545,0
281,2021,Men's Basketball Championship - Midwest Region - 1st Round,315,oklahoma st,4,103.967,98.7164,9.78,0.7,13.65,0.211373,0.15027,0.71,73.6453,59.3333,19.1,22.3,300,liberty,13,115.99,93.5127,-6.14,0.793,4.06,0.155406,0.108623,0.777,64.1255,55.3448,26.2414,13.1379,1
282,2021,Men's Basketball Championship - South Region - 1st Round,310,north carolina,8,105.385,97.9918,9.52,0.621,14.79,0.204391,0.21937,0.668,71.3641,62.9655,17.5517,21.5172,340,wisconsin,9,106.248,98.2075,11.93,0.581,17.22,0.137285,0.125027,0.768,65.7923,58.2581,23.8065,15.2903,0
283,2021,Men's Basketball Championship - Midwest Region - 1st Round,295,houston,2,115.586,88.4699,5.37,0.875,21.66,0.161934,0.217495,0.731,65.8063,61.2812,25.7188,18.5938,280,cleveland st,15,103.735,104.169,-4.82,0.704,-5.12,0.18861,0.153923,0.671,68.3363,57.7037,19.8148,18.7778,1
284,2021,Men's Basketball Championship - South Region - 1st Round,319,purdue,4,107.129,100.612,11.23,0.643,15.55,0.188513,0.168046,0.711,66.3086,57.0,21.5357,18.0714,311,north texas,13,107.431,95.9403,1.02,0.643,7.58,0.197928,0.130853,0.745,64.9586,54.1429,20.3929,14.6786,0
285,2021,Men's Basketball Championship - Midwest Region - 1st Round,279,clemson,7,100.188,95.5578,9.49,0.667,12.49,0.194845,0.132469,0.769,64.795,55.125,23.9167,12.7917,320,rutgers,10,102.154,99.7303,12.5,0.571,14.14,0.169115,0.1433,0.636,67.79,59.0,19.6786,16.0,0
286,2021,Men's Basketball Championship - Midwest Region - 1st Round,321,san diego st,6,110.447,91.7534,2.99,0.821,14.36,0.166045,0.146763,0.719,66.6771,57.0,23.25,19.0714,324,syracuse,11,108.976,102.162,8.59,0.643,13.27,0.164895,0.148249,0.782,68.6586,60.0357,24.2143,17.0,0
287,2021,Men's Basketball Championship - South Region - 1st Round,334,villanova,5,114.586,101.902,9.19,0.72,17.47,0.139097,0.14216,0.763,65.2784,57.84,25.92,17.36,339,winthrop,12,110.288,93.7339,-7.15,0.92,4.69,0.195745,0.179526,0.688,71.5216,60.84,23.88,21.64,1
288,2021,Men's Basketball Championship - Midwest Region - 1st Round,337,west virginia,3,109.351,101.843,10.05,0.655,15.36,0.169657,0.189645,0.719,70.731,61.8276,20.4483,23.4483,307,morehead st,14,103.047,95.9903,-4.33,0.742,-0.95,0.230551,0.152734,0.68,66.7406,53.2581,18.6774,18.8387,1
289,2021,Men's Basketball Championship - East Region - 1st Round,282,colorado,5,111.301,97.1271,9.57,0.719,18.88,0.173135,0.148402,0.819,65.7,56.7188,20.6562,16.7188,290,georgetown,12,101.789,102.118,10.36,0.5,10.13,0.216514,0.163345,0.753,70.1677,58.5,22.7692,18.0385,1
290,2021,Men's Basketball Championship - East Region - 1st Round,289,florida st,4,109.817,98.488,9.16,0.72,17.12,0.204377,0.154848,0.741,70.2624,58.44,20.4,18.96,330,unc greensboro,13,103.736,95.7273,-2.15,0.7,3.48,0.155912,0.178659,0.683,70.3387,65.1333,25.4333,15.4667,1
291,2021,Men's Basketball Championship - West Region - 1st Round,299,kansas,3,105.735,97.0002,10.26,0.7,15.29,0.173249,0.160702,0.716,69.072,60.3,22.1,17.9667,287,e washington,14,109.65,98.6205,-3.15,0.667,4.03,0.161644,0.103872,0.791,71.4017,59.375,23.9167,17.9583,1
292,2021,Men's Basketball Championship - East Region - 1st Round,302,lsu,8,113.209,104.137,9.14,0.655,15.7,0.157089,0.157566,0.751,72.2193,62.8621,23.2414,21.3448,323,saint bonaventure,9,108.009,94.2052,4.49,0.762,13.44,0.165208,0.174753,0.738,64.8533,58.2857,18.5714,16.3333,1
293,2021,Men's Basketball Championship - East Region - 1st Round,304,michigan,1,113.142,97.1008,11.25,0.821,22.0,0.167875,0.133234,0.769,67.0143,57.0714,19.3214,17.3214,328,texas southern,16,100.551,94.5312,-9.03,0.654,-6.15,0.208848,0.163833,0.699,73.48,60.1538,16.3077,22.7692,1
294,2021,Men's Basketball Championship - West Region - 1st Round,284,creighton,5,109.315,98.1748,8.54,0.71,16.28,0.158287,0.120224,0.64,69.4942,60.0645,26.1613,15.4194,322,santa barbara,12,113.523,93.8738,-2.08,0.815,7.8,0.162729,0.138929,0.751,66.9141,56.8148,19.3333,19.3333,1
295,2021,Men's Basketball Championship - East Region - 1st Round,274,alabama,2,107.557,94.6291,10.01,0.788,19.58,0.187376,0.16692,0.708,74.0691,64.3939,29.9697,18.5455,297,iona,15,102.63,95.1109,-6.42,0.667,-1.2,0.224778,0.155185,0.744,69.4511,56.1111,21.1667,19.3333,1
296,2021,Men's Basketball Championship - West Region - 1st Round,331,usc,6,110.117,95.6452,10.65,0.758,20.5,0.181672,0.170986,0.649,68.0545,58.0606,18.0,21.0606,285,drake,11,113.251,96.1723,-0.48,0.839,9.42,0.153953,0.152509,0.713,67.0503,60.5806,19.1613,14.4839,1
297,2021,Men's Basketball Championship - West Region - 1st Round,298,iowa,2,118.771,103.209,10.43,0.71,21.4,0.134561,0.158361,0.715,70.48,63.2581,25.1613,20.2258,293,grand canyon,15,111.237,91.5308,-3.46,0.708,5.11,0.189078,0.155928,0.684,67.8733,57.6667,20.6667,18.0833,1
298,2021,Men's Basketball Championship - East Region - 1st Round,283,uconn,7,108.387,97.5485,8.59,0.652,15.77,0.176047,0.204293,0.722,66.1878,60.3478,20.1304,17.5217,303,maryland,10,105.655,100.657,11.97,0.548,13.94,0.169741,0.0965003,0.699,65.1845,52.7742,22.8387,17.3548,0
299,2021,Men's Basketball Championship - West Region - 1st Round,335,virginia,4,112.192,99.5578,7.59,0.72,15.27,0.150686,0.106599,0.816,60.7888,53.04,22.64,11.52,312,ohio,13,111.416,102.132,-0.57,0.68,5.48,0.169375,0.13505,0.703,71.0848,60.76,23.72,17.92,0
300,2021,Men's Basketball Championship - West Region - 1st Round,314,oklahoma,8,107.174,100.462,8.86,0.593,13.52,0.157672,0.137963,0.745,69.5304,60.3704,23.037,17.7037,306,missouri,9,104.192,102.063,10.87,0.615,12.37,0.188844,0.139177,0.701,70.4692,57.5769,21.8077,21.3462,1
301,2021,Men's Basketball Championship - West Region - 1st Round,292,gonzaga,1,122.81,94.0801,5.92,0.969,27.2,0.162425,0.121924,0.73,74.0725,61.4062,20.375,21.9688,309,norfolk st,16,102.666,97.2511,-8.51,0.68,-6.16,0.179764,0.138452,0.705,71.6496,59.08,21.12,21.84,1
302,2021,Men's Basketball Championship - East Region - 1st Round,278,byu,6,110.771,97.3255,7.23,0.741,15.19,0.186983,0.133934,0.725,70.5156,59.5556,23.4444,16.4074,329,ucla,11,109.929,102.488,11.34,0.688,16.3,0.157242,0.14601,0.715,66.7763,57.9688,18.3125,18.3125,0
303,2021,Men's Basketball Championship - East Region - 1st Round,326,texas,3,106.834,98.0017,9.36,0.704,15.51,0.209091,0.154823,0.71,69.6133,57.2963,24.1481,19.4074,273,abilene chrstn,14,105.66,84.3454,-6.37,0.828,6.27,0.189573,0.158298,0.678,71.6676,60.4138,22.1724,20.4828,0
304,2021,Men's Basketball Championship - Midwest Region - 2nd Round,296,illinois,1,113.263,96.5254,11.34,0.774,23.25,0.183253,0.146058,0.69,71.1161,58.6774,17.5484,22.2581,301,loyola chicago,8,111.417,87.9394,1.37,0.839,15.12,0.184177,0.116376,0.719,63.7535,52.0645,19.5484,16.7419,0
305,2021,Men's Basketball Championship - South Region - 2nd Round,277,baylor,1,119.74,94.5595,7.4,0.933,24.83,0.166105,0.180067,0.708,69.2333,62.8667,24.1333,16.6667,340,wisconsin,9,106.248,98.2075,11.93,0.581,17.22,0.137285,0.125027,0.768,65.7923,58.2581,23.8065,15.2903,1
306,2021,Men's Basketball Championship - Midwest Region - 2nd Round,337,west virginia,3,109.351,101.843,10.05,0.655,15.36,0.169657,0.189645,0.719,70.731,61.8276,20.4483,23.4483,324,syracuse,11,108.976,102.162,8.59,0.643,13.27,0.164895,0.148249,0.782,68.6586,60.0357,24.2143,17.0,0
307,2021,Men's Basketball Championship - South Region - 2nd Round,276,arkansas,3,108.37,94.2203,7.18,0.781,17.8,0.171461,0.157311,0.74,75.09,64.7188,21.9375,21.1562,327,texas tech,6,108.91,94.9269,7.28,0.621,16.59,0.162096,0.172453,0.71,66.5848,57.6552,18.0345,21.8621,1
308,2021,Men's Basketball Championship - Midwest Region - 2nd Round,295,houston,2,115.586,88.4699,5.37,0.875,21.66,0.161934,0.217495,0.731,65.8063,61.2812,25.7188,18.5938,320,rutgers,10,102.154,99.7303,12.5,0.571,14.14,0.169115,0.1433,0.636,67.79,59.0,19.6786,16.0,1
309,2021,Men's Basketball Championship - South Region - 2nd Round,288,florida,7,106.132,100.579,9.82,0.6,13.7,0.214668,0.14025,0.753,69.8752,56.28,19.0,19.08,316,oral roberts,15,111.141,103.58,-0.04,0.621,1.73,0.155937,0.111991,0.821,72.9738,62.2414,29.3103,17.1034,0
310,2021,Men's Basketball Championship - South Region - 2nd Round,334,villanova,5,114.586,101.902,9.19,0.72,17.47,0.139097,0.14216,0.763,65.2784,57.84,25.92,17.36,311,north texas,13,107.431,95.9403,1.02,0.643,7.58,0.197928,0.130853,0.745,64.9586,54.1429,20.3929,14.6786,1
311,2021,Men's Basketball Championship - Midwest Region - 2nd Round,315,oklahoma st,4,103.967,98.7164,9.78,0.7,13.65,0.211373,0.15027,0.71,73.6453,59.3333,19.1,22.3,318,oregon st,12,106.971,102.692,10.82,0.606,11.48,0.176215,0.153671,0.762,65.863,55.8182,19.5455,19.4545,0
312,2021,Men's Basketball Championship - West Region - 2nd Round,298,iowa,2,118.771,103.209,10.43,0.71,21.4,0.134561,0.158361,0.715,70.48,63.2581,25.1613,20.2258,317,oregon,7,110.557,100.962,9.65,0.75,16.15,0.168182,0.138657,0.711,67.7414,59.0,22.1786,15.3214,0
313,2021,Men's Basketball Championship - West Region - 2nd Round,292,gonzaga,1,122.81,94.0801,5.92,0.969,27.2,0.162425,0.121924,0.73,74.0725,61.4062,20.375,21.9688,314,oklahoma,8,107.174,100.462,8.86,0.593,13.52,0.157672,0.137963,0.745,69.5304,60.3704,23.037,17.7037,1
314,2021,Men's Basketball Championship - East Region - 2nd Round,329,ucla,11,109.929,102.488,11.34,0.688,16.3,0.157242,0.14601,0.715,66.7763,57.9688,18.3125,18.3125,273,abilene chrstn,14,105.66,84.3454,-6.37,0.828,6.27,0.189573,0.158298,0.678,71.6676,60.4138,22.1724,20.4828,1
315,2021,Men's Basketball Championship - West Region - 2nd Round,284,creighton,5,109.315,98.1748,8.54,0.71,16.28,0.158287,0.120224,0.64,69.4942,60.0645,26.1613,15.4194,312,ohio,13,111.416,102.132,-0.57,0.68,5.48,0.169375,0.13505,0.703,71.0848,60.76,23.72,17.92,1
316,2021,Men's Basketball Championship - East Region - 2nd Round,304,michigan,1,113.142,97.1008,11.25,0.821,22.0,0.167875,0.133234,0.769,67.0143,57.0714,19.3214,17.3214,302,lsu,8,113.209,104.137,9.14,0.655,15.7,0.157089,0.157566,0.751,72.2193,62.8621,23.2414,21.3448,1
317,2021,Men's Basketball Championship - East Region - 2nd Round,289,florida st,4,109.817,98.488,9.16,0.72,17.12,0.204377,0.154848,0.741,70.2624,58.44,20.4,18.96,282,colorado,5,111.301,97.1271,9.57,0.719,18.88,0.173135,0.148402,0.819,65.7,56.7188,20.6562,16.7188,1
318,2021,Men's Basketball Championship - East Region - 2nd Round,274,alabama,2,107.557,94.6291,10.01,0.788,19.58,0.187376,0.16692,0.708,74.0691,64.3939,29.9697,18.5455,303,maryland,10,105.655,100.657,11.97,0.548,13.94,0.169741,0.0965003,0.699,65.1845,52.7742,22.8387,17.3548,1
319,2021,Men's Basketball Championship - West Region - 2nd Round,299,kansas,3,105.735,97.0002,10.26,0.7,15.29,0.173249,0.160702,0.716,69.072,60.3,22.1,17.9667,331,usc,6,110.117,95.6452,10.65,0.758,20.5,0.181672,0.170986,0.649,68.0545,58.0606,18.0,21.0606,0
320,2021,Men's Basketball Championship - Midwest Region - Sweet 16,301,loyola chicago,8,111.417,87.9394,1.37,0.839,15.12,0.184177,0.116376,0.719,63.7535,52.0645,19.5484,16.7419,318,oregon st,12,106.971,102.692,10.82,0.606,11.48,0.176215,0.153671,0.762,65.863,55.8182,19.5455,19.4545,0
321,2021,Men's Basketball Championship - South Region - Sweet 16,277,baylor,1,119.74,94.5595,7.4,0.933,24.83,0.166105,0.180067,0.708,69.2333,62.8667,24.1333,16.6667,334,villanova,5,114.586,101.902,9.19,0.72,17.47,0.139097,0.14216,0.763,65.2784,57.84,25.92,17.36,1
322,2021,Men's Basketball Championship - South Region - Sweet 16,276,arkansas,3,108.37,94.2203,7.18,0.781,17.8,0.171461,0.157311,0.74,75.09,64.7188,21.9375,21.1562,316,oral roberts,15,111.141,103.58,-0.04,0.621,1.73,0.155937,0.111991,0.821,72.9738,62.2414,29.3103,17.1034,1
323,2021,Men's Basketball Championship - Midwest Region - Sweet 16,295,houston,2,115.586,88.4699,5.37,0.875,21.66,0.161934,0.217495,0.731,65.8063,61.2812,25.7188,18.5938,324,syracuse,11,108.976,102.162,8.59,0.643,13.27,0.164895,0.148249,0.782,68.6586,60.0357,24.2143,17.0,1
324,2021,Men's Basketball Championship - West Region - Sweet 16,292,gonzaga,1,122.81,94.0801,5.92,0.969,27.2,0.162425,0.121924,0.73,74.0725,61.4062,20.375,21.9688,284,creighton,5,109.315,98.1748,8.54,0.71,16.28,0.158287,0.120224,0.64,69.4942,60.0645,26.1613,15.4194,1
325,2021,Men's Basketball Championship - East Region - Sweet 16,304,michigan,1,113.142,97.1008,11.25,0.821,22.0,0.167875,0.133234,0.769,67.0143,57.0714,19.3214,17.3214,289,florida st,4,109.817,98.488,9.16,0.72,17.12,0.204377,0.154848,0.741,70.2624,58.44,20.4,18.96,1
326,2021,Men's Basketball Championship - East Region - Sweet 16,274,alabama,2,107.557,94.6291,10.01,0.788,19.58,0.187376,0.16692,0.708,74.0691,64.3939,29.9697,18.5455,329,ucla,11,109.929,102.488,11.34,0.688,16.3,0.157242,0.14601,0.715,66.7763,57.9688,18.3125,18.3125,0
327,2021,Men's Basketball Championship - West Region - Sweet 16,331,usc,6,110.117,95.6452,10.65,0.758,20.5,0.181672,0.170986,0.649,68.0545,58.0606,18.0,21.0606,317,oregon,7,110.557,100.962,9.65,0.75,16.15,0.168182,0.138657,0.711,67.7414,59.0,22.1786,15.3214,1
328,2021,Men's Basketball Championship - Midwest Region - Elite 8,295,houston,2,115.586,88.4699,5.37,0.875,21.66,0.161934,0.217495,0.731,65.8063,61.2812,25.7188,18.5938,318,oregon st,12,106.971,102.692,10.82,0.606,11.48,0.176215,0.153671,0.762,65.863,55.8182,19.5455,19.4545,1
329,2021,Men's Basketball Championship - South Region - Elite 8,277,baylor,1,119.74,94.5595,7.4,0.933,24.83,0.166105,0.180067,0.708,69.2333,62.8667,24.1333,16.6667,276,arkansas,3,108.37,94.2203,7.18,0.781,17.8,0.171461,0.157311,0.74,75.09,64.7188,21.9375,21.1562,1
330,2021,Men's Basketball Championship - West Region - Elite 8,292,gonzaga,1,122.81,94.0801,5.92,0.969,27.2,0.162425,0.121924,0.73,74.0725,61.4062,20.375,21.9688,331,usc,6,110.117,95.6452,10.65,0.758,20.5,0.181672,0.170986,0.649,68.0545,58.0606,18.0,21.0606,1
331,2021,Men's Basketball Championship - East Region - Elite 8,304,michigan,1,113.142,97.1008,11.25,0.821,22.0,0.167875,0.133234,0.769,67.0143,57.0714,19.3214,17.3214,329,ucla,11,109.929,102.488,11.34,0.688,16.3,0.157242,0.14601,0.715,66.7763,57.9688,18.3125,18.3125,0
332,2021,Men's Basketball Championship - Final Four,277,baylor,1,119.74,94.5595,7.4,0.933,24.83,0.166105,0.180067,0.708,69.2333,62.8667,24.1333,16.6667,295,houston,2,115.586,88.4699,5.37,0.875,21.66,0.161934,0.217495,0.731,65.8063,61.2812,25.7188,18.5938,1
333,2021,Men's Basketball Championship - Final Four,292,gonzaga,1,122.81,94.0801,5.92,0.969,27.2,0.162425,0.121924,0.73,74.0725,61.4062,20.375,21.9688,329,ucla,11,109.929,102.488,11.34,0.688,16.3,0.157242,0.14601,0.715,66.7763,57.9688,18.3125,18.3125,1
334,2021,Men's Basketball Championship - National Championship,292,gonzaga,1,122.81,94.0801,5.92,0.969,27.2,0.162425,0.121924,0.73,74.0725,61.4062,20.375,21.9688,277,baylor,1,119.74,94.5595,7.4,0.933,24.83,0.166105,0.180067,0.708,69.2333,62.8667,24.1333,16.6667,0
335,2019,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - FIRST FOUR,387,prairie view,16,105.122,101.921,-9.17,0.629,-7.29,0.178071,0.156863,0.681,71.4,58.8857,20.0857,25.0,351,fdu,16,109.081,104.71,-7.24,0.6,-6.09,0.198594,0.134478,0.725,68.6251,55.4,19.2,20.0571,0
336,2019,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - FIRST FOUR,345,belmont,11,117.199,99.6682,-2.6,0.818,9.12,0.15365,0.116872,0.737,74.1552,63.4545,27.9394,18.1212,394,temple,11,105.542,100.961,4.93,0.697,8.17,0.157564,0.135299,0.727,70.7745,60.5455,22.6667,19.6667,1
