game_id,year,round,a_team_id,a_name,a_seed,a_oe,a_de,a_sos,a_win_rate,a_srs,a_tov_rate,a_orb_rate,a_ft_pct,a_pos_per_game,a_fga_per_game,a_three_pa_per_game,a_fta_per_game,b_team_id,b_name,b_seed,b_oe,b_de,b_sos,b_win_rate,b_srs,b_tov_rate,b_orb_rate,b_ft_pct,b_pos_per_game,b_fga_per_game,b_three_pa_per_game,b_fta_per_game,team_a_won
593,2016,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - SWEET 16,579,notre dame,6,116.791,109.751,9.57,0.667,14.1,0.15506,0.164562,0.742,64.3122,56.7222,19.4444,18.6389,610,wisconsin,7,106.636,100.345,9.4,0.629,13.4,0.173458,0.178851,0.703,63.5806,54.7714,18.7429,20.8,1
594,2016,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - SWEET 16,592,syracuse,10,107.927,100.424,9.75,0.622,14.62,0.183422,0.185506,0.688,64.8335,56.2162,23.6757,19.8919,562,gonzaga,11,116.944,97.1785,4.23,0.778,16.92,0.172121,0.157297,0.758,67.4589,57.8056,20.5,19.6667,1
595,2016,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - SWEET 16,577,north carolina,1,118.825,100.523,10.69,0.825,23.44,0.154678,0.203844,0.747,69.661,64.0,17.125,20.65,566,indiana,5,120.623,102.098,6.9,0.771,19.59,0.19777,0.172736,0.733,68.4777,58.1143,23.7429,19.6571,1
596,2016,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - ELITE 8,581,oregon,1,114.225,99.8609,8.64,0.816,18.05,0.164652,0.168854,0.715,68.8853,58.6842,19.9474,23.8421,580,oklahoma,2,112.306,100.154,11.14,0.784,19.76,0.184384,0.15505,0.722,70.9449,60.1351,24.4865,19.8378,0
597,2016,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - ELITE 8,570,kansas,1,116.394,96.8379,11.22,0.868,23.87,0.180111,0.151474,0.713,69.84,58.0789,19.1579,22.1842,604,villanova,2,116.646,95.1351,9.71,0.875,24.08,0.164607,0.131311,0.782,66.826,56.175,23.975,19.15,0
598,2016,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - ELITE 8,605,virginia,1,116.03,98.1796,11.12,0.784,22.04,0.152439,0.142718,0.752,61.1676,53.0811,15.0541,17.027,592,syracuse,10,107.927,100.424,9.75,0.622,14.62,0.183422,0.185506,0.688,64.8335,56.2162,23.6757,19.8919,0
599,2016,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - ELITE 8,577,north carolina,1,118.825,100.523,10.69,0.825,23.44,0.154678,0.203844,0.747,69.661,64.0,17.125,20.65,579,notre dame,6,116.791,109.751,9.57,0.667,14.1,0.15506,0.164562,0.742,64.3122,56.7222,19.4444,18.6389,1
600,2016,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR,580,oklahoma,2,112.306,100.154,11.14,0.784,19.76,0.184384,0.15505,0.722,70.9449,60.1351,24.4865,19.8378,604,villanova,2,116.646,95.1351,9.71,0.875,24.08,0.164607,0.131311,0.782,66.826,56.175,23.975,19.15,0
601,2016,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR,577,north carolina,1,118.825,100.523,10.69,0.825,23.44,0.154678,0.203844,0.747,69.661,64.0,17.125,20.65,592,syracuse,10,107.927,100.424,9.75,0.622,14.62,0.183422,0.185506,0.688,64.8335,56.2162,23.6757,19.8919,1
602,2016,MEN'S BASKETBALL CHAMPIONSHIP - NATIONAL CHAMPIONSHIP,577,north carolina,1,118.825,100.523,10.69,0.825,23.44,0.154678,0.203844,0.747,69.661,64.0,17.125,20.65,604,villanova,2,116.646,95.1351,9.71,0.875,24.08,0.164607,0.131311,0.782,66.826,56.175,23.975,19.15,0
603,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 1st ROUND,642,manhattan,16,102.279,99.3436,-3.34,0.576,-1.34,0.213896,0.153418,0.691,68.1442,52.9697,19.3939,25.1212,632,hampton,16,97.1445,98.8422,-7.08,0.486,-8.25,0.204558,0.17226,0.652,68.9989,55.9714,18.2286,24.5429,0
604,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 1st ROUND,645,ole miss,11,109.073,102.507,7.01,0.618,11.39,0.166584,0.189501,0.773,66.7388,58.9118,19.4706,21.2647,621,byu,11,118.384,103.44,5.02,0.714,13.53,0.168428,0.170043,0.766,70.7383,59.7143,21.8,25.3143,1
605,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 1st ROUND,650,north florida,16,113.5,102.112,-5.94,0.657,-0.82,0.186669,0.14514,0.723,66.7337,54.5714,23.1429,21.3429,660,robert morris,16,103.741,103.01,-3.5,0.571,-3.02,0.200691,0.157717,0.709,66.4846,55.0286,16.8571,19.5429,0
606,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 1st ROUND,618,boise st,11,112.047,95.8726,1.38,0.735,10.01,0.163147,0.139707,0.729,62.7365,53.6176,22.2941,17.3824,625,dayton,11,106.635,95.7486,4.06,0.75,10.98,0.181441,0.111488,0.686,63.5344,48.75,18.6111,23.5,0
607,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,653,notre dame,3,121.552,102.517,7.02,0.842,19.23,0.146453,0.128403,0.742,64.1484,54.2368,20.3947,19.8947,651,northeastern,14,107.744,102.44,-1.34,0.657,2.03,0.217106,0.1335,0.727,63.5634,49.2857,15.0286,20.3714,1
608,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,636,iowa st,3,112.926,100.161,9.15,0.735,17.94,0.160103,0.137902,0.696,68.8894,58.0294,21.3529,21.2059,667,uab,14,102.969,101.971,1.62,0.556,1.94,0.200449,0.180487,0.738,66.7944,56.7222,16.8611,19.8611,0
609,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,616,baylor,3,110.327,96.19,9.33,0.706,17.85,0.20384,0.23343,0.674,62.6212,55.1176,18.4118,21.2647,630,georgia st,14,111.644,97.5714,-2.03,0.714,5.47,0.163513,0.143855,0.725,63.9531,53.6571,14.9143,20.5429,0
610,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,614,arizona,2,116.228,90.5548,7.41,0.895,24.33,0.167295,0.164101,0.719,65.9095,54.4211,14.1053,25.6316,666,texas southern,15,104.878,104.702,-6.09,0.629,-5.98,0.199224,0.172895,0.661,65.1097,52.5714,16.4,24.6,1
611,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,620,butler,6,107.247,94.7666,8.62,0.676,16.64,0.171887,0.186516,0.686,64.3376,55.3529,15.8824,22.5588,665,texas,11,106.748,95.5138,9.07,0.588,16.16,0.202775,0.196715,0.724,63.0953,54.0294,18.4118,19.7353,1
612,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,663,smu,6,110.495,95.5426,3.57,0.794,12.94,0.200301,0.182434,0.703,62.5529,51.4706,11.7647,22.6471,669,ucla,11,107.069,101.406,8.27,0.611,12.07,0.177759,0.181893,0.676,67.1944,58.3056,16.8333,20.8333,0
613,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,680,xavier,6,111.376,102.341,9.48,0.622,15.42,0.183573,0.149487,0.73,65.8108,54.3514,18.0,20.9459,645,ole miss,11,109.073,102.507,7.01,0.618,11.39,0.166584,0.189501,0.773,66.7388,58.9118,19.4706,21.2647,1
614,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,671,vcu,7,107.425,97.5015,6.1,0.722,12.79,0.157699,0.182815,0.657,67.4633,59.4167,23.7222,22.1389,654,ohio st,10,114.123,95.4559,7.37,0.686,19.68,0.171509,0.167611,0.68,65.9691,57.0,18.2,19.8,0
615,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,673,villanova,1,118.676,94.5014,7.55,0.917,23.13,0.164613,0.159872,0.731,64.4611,54.1944,23.25,22.6389,639,lafayette,16,114.188,113.388,-3.12,0.606,-3.37,0.172271,0.132733,0.767,64.3806,54.5152,19.3939,16.6364,1
616,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,622,cincinnati,8,103.96,93.3816,4.4,0.676,10.72,0.212544,0.188436,0.67,59.78,50.1471,14.9118,18.6176,659,purdue,9,107.346,99.2099,7.64,0.618,12.93,0.20068,0.18486,0.683,65.0729,54.1176,17.5588,22.5588,1
617,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,649,north carolina,4,112.617,99.7651,11.76,0.684,20.63,0.183437,0.200598,0.701,69.0042,60.7632,13.5263,21.4211,633,harvard,13,104.167,93.4039,-0.25,0.733,4.47,0.188755,0.170907,0.719,61.632,51.6,13.7333,20.3,1
618,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,670,utah,5,114.527,91.7225,7.42,0.743,20.98,0.186749,0.147747,0.703,62.2686,50.2857,18.6857,21.7143,662,sf austin,12,116.959,95.7734,-4.2,0.853,8.61,0.208355,0.180779,0.736,67.1929,55.0,20.3529,23.5,1
619,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,647,nc st,8,109.124,102.296,9.72,0.611,14.11,0.162065,0.187996,0.686,64.2744,57.0556,18.3611,20.1944,641,lsu,9,104.147,95.9803,5.63,0.667,11.39,0.204597,0.17236,0.684,70.5006,59.4545,16.9091,19.9394,1
620,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,615,arkansas,5,110.755,100.343,6.79,0.75,14.07,0.170882,0.186778,0.724,69.8989,61.0,18.9167,22.75,678,wofford,12,107.931,96.7255,-2.98,0.8,2.56,0.175486,0.150019,0.688,61.7063,51.4857,17.0286,19.6571,1
621,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,638,kentucky,1,116.845,85.3372,8.67,0.974,28.72,0.164389,0.197831,0.726,63.639,55.1282,14.9231,24.1795,632,hampton,16,97.1445,98.8422,-7.08,0.486,-8.25,0.204558,0.17226,0.652,68.9989,55.9714,18.2286,24.5429,1
622,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,628,georgetown,4,109.379,100.638,9.81,0.667,15.48,0.193983,0.171547,0.704,64.8291,53.1212,17.2424,23.303,627,e washington,13,118.172,108.45,-3.84,0.743,0.79,0.157562,0.147086,0.726,68.1817,58.4286,24.5714,20.5429,1
623,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,637,kansas,2,107.448,97.8821,12.13,0.75,18.47,0.194254,0.17873,0.724,66.2078,54.8889,15.6111,23.3889,648,new mexico st,15,108.771,95.4801,-3.67,0.676,3.71,0.220736,0.201011,0.694,62.6247,51.4118,13.2353,22.6765,1
624,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,644,michigan st,7,110.913,99.2736,10.0,0.692,17.46,0.176389,0.174389,0.632,64.1067,55.9231,19.5641,18.3077,629,georgia,10,104.484,98.6329,8.6,0.636,12.42,0.195037,0.167174,0.692,65.2558,52.4242,16.303,25.0303,1
625,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,652,northern iowa,5,113.519,95.1547,2.0,0.886,12.54,0.180655,0.126906,0.733,57.4103,46.2286,18.4286,18.4,679,wyoming,12,103.627,95.0995,-0.04,0.714,3.81,0.18885,0.10406,0.702,59.3063,46.2571,18.3429,18.2286,1
626,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,675,west virginia,5,106.106,97.5907,9.29,0.714,15.12,0.189087,0.240011,0.662,68.4491,61.0857,20.5429,24.6571,619,buffalo,12,109.893,100.564,1.6,0.697,7.93,0.168723,0.18747,0.719,67.8897,58.2424,17.6667,24.8182,1
627,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,676,wichita st,7,113.91,92.9802,3.68,0.857,15.56,0.151417,0.192165,0.701,61.7029,55.2286,19.1429,20.4286,634,indiana,10,116.482,107.855,7.2,0.588,12.94,0.173418,0.180053,0.719,66.4835,58.5,23.1176,19.1471,1
628,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,674,virginia,2,111.975,88.1601,7.81,0.882,21.73,0.159101,0.180247,0.726,58.4165,51.7059,14.2059,18.0588,617,belmont,15,111.141,105.698,-2.77,0.667,0.35,0.204591,0.139267,0.692,66.8,54.6364,26.2424,17.7273,1
629,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,640,louisville,4,105.638,91.6409,8.98,0.75,18.12,0.173582,0.193152,0.668,65.2911,56.8889,17.8889,22.0,668,uc irvine,13,106.445,98.0037,0.45,0.618,3.63,0.18367,0.152595,0.684,63.4129,54.4412,16.4118,15.9118,1
630,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 2nd ROUND,643,maryland,4,107.825,98.9472,7.63,0.8,13.32,0.192273,0.140079,0.756,64.0457,50.7714,19.6286,22.5714,672,valparaiso,13,109.616,93.6324,-2.0,0.824,6.29,0.195512,0.183929,0.675,63.4835,54.0,18.2353,19.8824,1
631,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,657,oregon,8,110.207,103.586,7.65,0.722,11.43,0.171019,0.151114,0.76,68.3811,59.5278,20.1667,17.0278,656,oklahoma st,9,105.069,97.8208,9.63,0.563,12.95,0.19068,0.139605,0.726,64.2438,52.0938,20.2188,20.1562,1
632,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,626,duke,1,121.162,98.0746,9.87,0.897,24.97,0.165026,0.174433,0.699,65.4133,56.1795,18.7692,22.3846,660,robert morris,16,103.741,103.01,-3.5,0.571,-3.02,0.200691,0.157717,0.709,66.4846,55.0286,16.8571,19.5429,1
633,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,635,iowa,7,108.901,97.2857,8.39,0.647,15.83,0.173085,0.193745,0.744,64.0624,56.0294,16.9412,21.2647,624,davidson,10,118.437,104.013,3.19,0.75,11.97,0.141899,0.156885,0.705,66.7288,60.125,27.4062,17.2812,1
634,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,655,oklahoma,3,106.023,93.0935,9.94,0.686,18.65,0.177624,0.164906,0.741,67.3977,58.1429,19.6571,19.0857,613,ualbany,14,107.854,99.8499,-5.18,0.727,-0.34,0.190595,0.167084,0.758,60.5758,50.4848,17.3333,19.697,1
635,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 2nd ROUND,677,wisconsin,1,122.642,98.4099,10.29,0.9,24.61,0.12518,0.161972,0.763,59.115,52.875,19.75,19.125,623,coastal,16,111.111,96.6639,-6.18,0.706,-1.02,0.181843,0.203719,0.69,64.5353,55.8529,18.6176,22.9412,1
636,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,661,san diego st,8,101.534,88.4435,4.24,0.75,11.81,0.187013,0.200241,0.63,60.8989,53.2222,16.4167,19.2778,664,saint johns,9,106.101,101.436,9.04,0.636,11.85,0.1594,0.152155,0.691,66.9176,57.2727,17.2424,20.8182,1
637,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 2nd ROUND,631,gonzaga,2,122.318,95.8816,5.12,0.921,21.12,0.162463,0.160007,0.691,64.3063,54.8158,17.3684,21.2105,646,n dakota st,15,105.252,101.123,-3.63,0.697,-1.72,0.159771,0.134699,0.692,61.6412,51.9091,18.1818,18.6061,1
638,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 2nd ROUND,658,providence,6,106.617,100.184,9.5,0.647,13.71,0.183093,0.184892,0.707,65.38,55.5588,16.0588,22.5882,625,dayton,11,106.635,95.7486,4.06,0.75,10.98,0.181441,0.111488,0.686,63.5344,48.75,18.6111,23.5,0
639,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND,669,ucla,11,107.069,101.406,8.27,0.611,12.07,0.177759,0.181893,0.676,67.1944,58.3056,16.8333,20.8333,667,uab,14,102.969,101.971,1.62,0.556,1.94,0.200449,0.180487,0.738,66.7944,56.7222,16.8611,19.8611,1
640,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND,638,kentucky,1,116.845,85.3372,8.67,0.974,28.72,0.164389,0.197831,0.726,63.639,55.1282,14.9231,24.1795,622,cincinnati,8,103.96,93.3816,4.4,0.676,10.72,0.212544,0.188436,0.67,59.78,50.1471,14.9118,18.6176,1
641,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND,614,arizona,2,116.228,90.5548,7.41,0.895,24.33,0.167295,0.164101,0.719,65.9095,54.4211,14.1053,25.6316,654,ohio st,10,114.123,95.4559,7.37,0.686,19.68,0.171509,0.167611,0.68,65.9691,57.0,18.2,19.8,1
642,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND,680,xavier,6,111.376,102.341,9.48,0.622,15.42,0.183573,0.149487,0.73,65.8108,54.3514,18.0,20.9459,630,georgia st,14,111.644,97.5714,-2.03,0.714,5.47,0.163513,0.143855,0.725,63.9531,53.6571,14.9143,20.5429,1
643,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND,673,villanova,1,118.676,94.5014,7.55,0.917,23.13,0.164613,0.159872,0.731,64.4611,54.1944,23.25,22.6389,647,nc st,8,109.124,102.296,9.72,0.611,14.11,0.162065,0.187996,0.686,64.2744,57.0556,18.3611,20.1944,0
644,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND,628,georgetown,4,109.379,100.638,9.81,0.667,15.48,0.193983,0.171547,0.704,64.8291,53.1212,17.2424,23.303,670,utah,5,114.527,91.7225,7.42,0.743,20.98,0.186749,0.147747,0.703,62.2686,50.2857,18.6857,21.7143,0
645,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND,649,north carolina,4,112.617,99.7651,11.76,0.684,20.63,0.183437,0.200598,0.701,69.0042,60.7632,13.5263,21.4211,615,arkansas,5,110.755,100.343,6.79,0.75,14.07,0.170882,0.186778,0.724,69.8989,61.0,18.9167,22.75,1
646,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND,653,notre dame,3,121.552,102.517,7.02,0.842,19.23,0.146453,0.128403,0.742,64.1484,54.2368,20.3947,19.8947,620,butler,6,107.247,94.7666,8.62,0.676,16.64,0.171887,0.186516,0.686,64.3376,55.3529,15.8824,22.5588,1
647,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND,674,virginia,2,111.975,88.1601,7.81,0.882,21.73,0.159101,0.180247,0.726,58.4165,51.7059,14.2059,18.0588,644,michigan st,7,110.913,99.2736,10.0,0.692,17.46,0.176389,0.174389,0.632,64.1067,55.9231,19.5641,18.3077,0
648,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND,626,duke,1,121.162,98.0746,9.87,0.897,24.97,0.165026,0.174433,0.699,65.4133,56.1795,18.7692,22.3846,661,san diego st,8,101.534,88.4435,4.24,0.75,11.81,0.187013,0.200241,0.63,60.8989,53.2222,16.4167,19.2778,1
649,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND,637,kansas,2,107.448,97.8821,12.13,0.75,18.47,0.194254,0.17873,0.724,66.2078,54.8889,15.6111,23.3889,676,wichita st,7,113.91,92.9802,3.68,0.857,15.56,0.151417,0.192165,0.701,61.7029,55.2286,19.1429,20.4286,0
650,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND,655,oklahoma,3,106.023,93.0935,9.94,0.686,18.65,0.177624,0.164906,0.741,67.3977,58.1429,19.6571,19.0857,625,dayton,11,106.635,95.7486,4.06,0.75,10.98,0.181441,0.111488,0.686,63.5344,48.75,18.6111,23.5,1
651,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 3rd ROUND,631,gonzaga,2,122.318,95.8816,5.12,0.921,21.12,0.162463,0.160007,0.691,64.3063,54.8158,17.3684,21.2105,635,iowa,7,108.901,97.2857,8.39,0.647,15.83,0.173085,0.193745,0.744,64.0624,56.0294,16.9412,21.2647,1
652,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - 3rd ROUND,677,wisconsin,1,122.642,98.4099,10.29,0.9,24.61,0.12518,0.161972,0.763,59.115,52.875,19.75,19.125,657,oregon,8,110.207,103.586,7.65,0.722,11.43,0.171019,0.151114,0.76,68.3811,59.5278,20.1667,17.0278,1
653,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 3rd ROUND,643,maryland,4,107.825,98.9472,7.63,0.8,13.32,0.192273,0.140079,0.756,64.0457,50.7714,19.6286,22.5714,675,west virginia,5,106.106,97.5907,9.29,0.714,15.12,0.189087,0.240011,0.662,68.4491,61.0857,20.5429,24.6571,0
654,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - 3rd ROUND,640,louisville,4,105.638,91.6409,8.98,0.75,18.12,0.173582,0.193152,0.668,65.2911,56.8889,17.8889,22.0,652,northern iowa,5,113.519,95.1547,2.0,0.886,12.54,0.180655,0.126906,0.733,57.4103,46.2286,18.4286,18.4,1
655,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - SWEET 16,653,notre dame,3,121.552,102.517,7.02,0.842,19.23,0.146453,0.128403,0.742,64.1484,54.2368,20.3947,19.8947,676,wichita st,7,113.91,92.9802,3.68,0.857,15.56,0.151417,0.192165,0.701,61.7029,55.2286,19.1429,20.4286,1
656,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - SWEET 16,677,wisconsin,1,122.642,98.4099,10.29,0.9,24.61,0.12518,0.161972,0.763,59.115,52.875,19.75,19.125,649,north carolina,4,112.617,99.7651,11.76,0.684,20.63,0.183437,0.200598,0.701,69.0042,60.7632,13.5263,21.4211,1
657,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - SWEET 16,638,kentucky,1,116.845,85.3372,8.67,0.974,28.72,0.164389,0.197831,0.726,63.639,55.1282,14.9231,24.1795,675,west virginia,5,106.106,97.5907,9.29,0.714,15.12,0.189087,0.240011,0.662,68.4491,61.0857,20.5429,24.6571,1
658,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - SWEET 16,614,arizona,2,116.228,90.5548,7.41,0.895,24.33,0.167295,0.164101,0.719,65.9095,54.4211,14.1053,25.6316,680,xavier,6,111.376,102.341,9.48,0.622,15.42,0.183573,0.149487,0.73,65.8108,54.3514,18.0,20.9459,1
659,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - SWEET 16,631,gonzaga,2,122.318,95.8816,5.12,0.921,21.12,0.162463,0.160007,0.691,64.3063,54.8158,17.3684,21.2105,669,ucla,11,107.069,101.406,8.27,0.611,12.07,0.177759,0.181893,0.676,67.1944,58.3056,16.8333,20.8333,1
660,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - SWEET 16,640,louisville,4,105.638,91.6409,8.98,0.75,18.12,0.173582,0.193152,0.668,65.2911,56.8889,17.8889,22.0,647,nc st,8,109.124,102.296,9.72,0.611,14.11,0.162065,0.187996,0.686,64.2744,57.0556,18.3611,20.1944,1
661,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - SWEET 16,626,duke,1,121.162,98.0746,9.87,0.897,24.97,0.165026,0.174433,0.699,65.4133,56.1795,18.7692,22.3846,670,utah,5,114.527,91.7225,7.42,0.743,20.98,0.186749,0.147747,0.703,62.2686,50.2857,18.6857,21.7143,1
662,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - SWEET 16,655,oklahoma,3,106.023,93.0935,9.94,0.686,18.65,0.177624,0.164906,0.741,67.3977,58.1429,19.6571,19.0857,644,michigan st,7,110.913,99.2736,10.0,0.692,17.46,0.176389,0.174389,0.632,64.1067,55.9231,19.5641,18.3077,0
663,2015,MEN'S BASKETBALL CHAMPIONSHIP - WEST REGION - ELITE 8,677,wisconsin,1,122.642,98.4099,10.29,0.9,24.61,0.12518,0.161972,0.763,59.115,52.875,19.75,19.125,614,arizona,2,116.228,90.5548,7.41,0.895,24.33,0.167295,0.164101,0.719,65.9095,54.4211,14.1053,25.6316,1
664,2015,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - ELITE 8,638,kentucky,1,116.845,85.3372,8.67,0.974,28.72,0.164389,0.197831,0.726,63.639,55.1282,14.9231,24.1795,653,notre dame,3,121.552,102.517,7.02,0.842,19.23,0.146453,0.128403,0.742,64.1484,54.2368,20.3947,19.8947,1
665,2015,MEN'S BASKETBALL CHAMPIONSHIP - EAST REGION - ELITE 8,640,louisville,4,105.638,91.6409,8.98,0.75,18.12,0.173582,0.193152,0.668,65.2911,56.8889,17.8889,22.0,644,michigan st,7,110.913,99.2736,10.0,0.692,17.46,0.176389,0.174389,0.632,64.1067,55.9231,19.5641,18.3077,0
666,2015,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - ELITE 8,626,duke,1,121.162,98.0746,9.87,0.897,24.97,0.165026,0.174433,0.699,65.4133,56.1795,18.7692,22.3846,631,gonzaga,2,122.318,95.8816,5.12,0.921,21.12,0.162463,0.160007,0.691,64.3063,54.8158,17.3684,21.2105,1
667,2015,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR,626,duke,1,121.162,98.0746,9.87,0.897,24.97,0.165026,0.174433,0.699,65.4133,56.1795,18.7692,22.3846,644,michigan st,7,110.913,99.2736,10.0,0.692,17.46,0.176389,0.174389,0.632,64.1067,55.9231,19.5641,18.3077,1
668,2015,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR,638,kentucky,1,116.845,85.3372,8.67,0.974,28.72,0.164389,0.197831,0.726,63.639,55.1282,14.9231,24.1795,677,wisconsin,1,122.642,98.4099,10.29,0.9,24.61,0.12518,0.161972,0.763,59.115,52.875,19.75,19.125,0
669,2015,MEN'S BASKETBALL CHAMPIONSHIP - NATIONAL CHAMPIONSHIP,626,duke,1,121.162,98.0746,9.87,0.897,24.97,0.165026,0.174433,0.699,65.4133,56.1795,18.7692,22.3846,677,wisconsin,1,122.642,98.4099,10.29,0.9,24.61,0.12518,0.161972,0.763,59.115,52.875,19.75,19.125,1
670,2014,MEN'S BASKETBALL CHAMPIONSHIP - SOUTH REGION - 1st ROUND,713,mount st marys,16,109.171,111.875,-4.44,0.485,-6.32,0.169163,0.143004,0.739,69.5042,58.2727,25.2727,21.3939,681,ualbany,16,104.708,101.669,-5.22,0.559,-3.31,0.200157,0.160406,0.75,62.8918,50.9706,13.3235,21.4118,0
671,2014,MEN'S BASKETBALL CHAMPIONSHIP - MIDWEST REGION - 1st ROUND,748,xavier,12,109.467,103.819,8.14,0.618,11.84,0.188722,0.169894,0.688,65.6118,54.4118,14.7059,22.6471,716,nc st,12,109.059,106.631,7.44,0.611,9.02,0.159691,0.179706,0.657,65.23,57.2222,14.5833,21.1667,0
